Position,Name,Bib,Time,Net Time,Category,Category Position,Gender,Gender Position,col10
1,DANIEL BALCHIN,1001,01:07:26,01:07:25,M20-39,1,M,1,view
2,AARON PULFORD,1004,01:08:01,01:08:00,M20-39,2,M,2,view
3,NICK RENNIE,1016,01:09:12,01:09:11,M20-39,3,M,3,view
4,MIKE PHILLIPS,2675,01:10:12,01:10:11,M20-39,4,M,4,view
5,PETER WHEELER,2452,01:10:15,01:10:13,M20-39,5,M,5,view
6,BRIAN LYONS,1013,01:10:22,01:10:21,M20-39,6,M,6,view
7,CHRISTOPHER DRYDEN,1399,01:10:22,01:10:19,M20,1,M,7,view
8,IEUAN VAN DER PEET,2386,01:10:26,01:10:25,M20-39,7,M,8,view
9,MALCOLM HODGE,1644,01:11:17,01:11:14,M20-39,8,M,9,view
10,YING REN MOK,1015,01:11:33,01:11:32,M20-39,9,M,10,view
11,DANIEL DELATTRE,1365,01:11:43,01:11:41,M20-39,10,M,11,view
12,MATTHEW DRYDEN,1400,01:11:50,01:11:49,M20-39,11,M,12,view
13,BRIAN GARMONSWAY,1508,01:12:21,01:12:19,M20-39,12,M,13,view
14,MICK KEATING,1715,01:14:20,01:14:17,M20-39,13,M,14,view
15,ANDREW WHARTON,2451,01:15:38,01:15:36,VM40-49,1,M,15,view
16,ANDREA HEWITT,1625,01:16:22,01:16:20,W20-39,1,F,1,view
17,JESS RUTHE,1017,01:16:24,01:16:21,W20-39,2,F,2,view
18,BEN WREFORD,2620,01:17:02,01:16:59,M20-39,14,M,16,view
19,TIM RABONE,2122,01:17:12,01:17:10,M20-39,15,M,17,view
20,JEREMY PENROSE,2080,01:17:35,01:17:29,M20,2,M,18,view
21,GRANT MCLEAN,2556,01:17:45,01:17:42,VM40-49,2,M,19,view
22,SAM HOPPER,1651,01:18:15,01:18:14,M20-39,16,M,20,view
23,JAKOB MCDERMOTT,1888,01:18:29,01:18:25,M20-39,17,M,21,view
24,DANNY BAILLIE,2786,01:18:47,01:18:43,VM40-49,3,M,22,view
25,ALLAN STAITE,2299,01:19:01,01:18:58,VM40-49,4,M,23,view
26,MONTE COLE,1277,01:19:11,01:19:05,M20-39,18,M,24,view
27,BEN MOORE,2570,01:19:11,01:19:08,M20-39,19,M,25,view
28,OLIVIA BURNE,1002,01:19:15,01:19:13,W20-39,3,F,3,view
29,JARED MILLAR,1942,01:19:41,01:19:35,M20-39,20,M,26,view
30,ALEX COWDEN,2787,01:19:51,01:19:47,M20-39,21,M,27,view
