Position,Name,Bib,Time,Nationality,Category,Category Position,Gender,Gender Position,Run
1,MIKE ROBINSON,7540,1:25:45,NZL,30-39,1,Male,1,1:25:45
2,LIAM DOOLEY,7877,1:26:55,NZL,16-29,1,Male,2,1:26:55
3,BRENT KELLY,8741,1:28:12,NZL,40-49,1,Male,3,1:28:12
4,JAKE WILKINSON,7666,1:29:10,NZL,30-39,2,Male,4,1:29:10
5,ZACK NEWSHAM,8181,1:29:20,AUS,16-29,2,Male,5,1:29:20
6,DENIS FINN,8626,1:29:40,IRL,30-39,3,Male,6,1:29:40
7,JONNY MCKEE,7421,1:30:17,NZL,40-49,2,Male,7,1:30:17
8,STEVE MORROW,7447,1:30:42,NZL,40-49,3,Male,8,1:30:42
9,CASEY ATKINSON,7725,1:33:46,NZL,16-29,3,Male,9,1:33:46
10,OLIVER GALPIN,7934,1:34:48,NZL,16-29,4,Male,10,1:34:48
11,ALAN FERGUSON,7205,1:36:08,NZL,40-49,4,Male,11,1:36:08
12,ANTS BLACKMOORE,7052,1:38:04,NZL,30-39,4,Male,12,1:38:04
13,MALCOLM SWNEY,8602,1:39:48,NZL,30-39,5,Male,13,1:39:48
14,KOICHIRO SUDO,8601,1:40:28,JPN,16-29,5,Male,14,1:40:28
15,CHRIS WATSON,8616,1:40:55,AUS,30-39,6,Male,15,1:40:55
16,JULIETTE SOULE,8599,1:40:59,NZL,16-29,1,Female,1,1:40:59
17,WILLIAM LOW,8100,1:41:07,NZL,16-29,6,Male,16,1:41:07
18,JOSHUA CAMERON,8482,1:41:16,NZL,40-49,5,Male,17,1:41:16
19,SABRINA GROGAN,8706,1:42:12,NZL,16-29,2,Female,2,1:42:12
20,THOMAS LEIGHTON,8546,1:43:56,NZL,30-39,7,Male,18,1:43:56
21,MAX MACKAY,8109,1:44:09,NZL,30-39,8,Male,19,1:44:09
22,KATIE EVANS,8498,1:44:59,GBR,30-39,1,Female,3,1:44:59
23,MATTHEW FINCH,8625,1:45:07,NZL,30-39,9,Male,20,1:45:07
24,ANDREW HARVEY,7268,1:45:08,IRL,40-49,6,Male,21,1:45:08
25,ZEKE INGRAM,8032,1:45:32,NZL,30-39,10,Male,22,1:45:32
26,NICHOLAS BOONE,7764,1:45:41,NZL,30-39,11,Male,23,1:45:41
27,FRANK MACFARLANE,8108,1:45:55,NZL,30-39,12,Male,24,1:45:55
28,ANDREW LEIGHTON,8090,1:45:59,NZL,30-39,13,Male,25,1:45:59
29,COEN VAN DER WEKKEN,8364,1:46:04,NLD,30-39,14,Male,26,1:46:04
30,MATT DETTMAN,7870,1:46:05,USA,30-39,15,Male,27,1:46:05
31,NEASA COLL,8717,1:46:16,CAN,40-49,1,Female,4,1:46:16
32,TOM MORRISH,8165,1:47:27,GBR,30-39,16,Male,28,1:47:27
33,SAM LOWRY,8102,1:47:45,NZL,16-29,7,Male,29,1:47:45
34,ALLAN PORTER,7509,1:48:57,NZL,40-49,7,Male,30,1:48:57
35,TRAVIS IRELAND,7316,1:48:59,AUS,50-59,1,Male,31,1:48:59
36,DEBORAH KABOER,8052,1:49:15,FRA,30-39,2,Female,5,1:49:15
37,BEN CARTER,7810,1:49:15,NZL,30-39,17,Male,32,1:49:15
38,JAKE SAATHOF,8705,1:49:18,NZL,30-39,18,Male,33,1:49:18
39,REUBEN GRIFFITHS,7967,1:49:23,NZL,16-29,8,Male,34,1:49:23
40,KEVIN TIDDY,7615,1:49:28,NZL,16-29,9,Male,35,1:49:28
41,ANGELA HANCOCK,7261,1:49:29,NZL,40-49,2,Female,6,1:49:29
42,RAIN MILNE,8756,1:49:39,NZL,16-29,3,Female,7,1:49:39
43,MONIKA LUDRIKS,8104,1:49:39,AUS,30-39,3,Female,8,1:49:39
44,ALEX WATSON,7649,1:49:45,NZL,16-29,10,Male,36,1:49:45
45,KATIE WYRILL,7691,1:49:50,NZL,30-39,4,Female,9,1:49:50
46,MARTIN CARROLL,7090,1:49:52,NZL,50-59,2,Male,37,1:49:52
47,BRAD READ,8581,1:49:53,NZL,16-29,11,Male,38,1:49:53
48,CHRIS SEYMOUR,8294,1:49:54,AUS,40-49,8,Male,39,1:49:54
49,LUKE ISBESTER,8437,1:50:12,AUS,16-29,12,Male,40,1:50:12
