Position,Name,Bib,Time,Category,Category Position,Gender,Gender Position,Split1,Split2,Split3,Split4,Club
43,Andrew Fisk,211,3:23:07,Male Open (20-39 Years),27,Male,40,59:08,40:35,55:28,47:55,
44,Jason Wilkinson,460,3:23:45,Male Master (40-49 Years),10,Male,41,59:13,47:09,47:01,50:22,
45,Curtis Bunker,484,3:24:43,Male Open (20-39 Years),28,Male,42,58:28,41:07,55:34,49:34,
46,Andrew Scurr,395,3:25:57,Male Veteran (50-59 Years),4,Male,43,1:01:03,41:24,54:38,48:53,
47,Aaron Perry,371,3:26:30,Male Open (20-39 Years),29,Male,44,1:00:52,41:20,54:50,49:27,
48,Lyneche Sturch,415,3:26:30,Female Open (20-39 Years),4,Female,4,58:39,41:47,55:49,50:15,FYPOS
49,Jamie Stammers,408,3:26:39,Male Open (20-39 Years),30,Male,45,59:14,41:12,56:00,50:12,
50,Andrew Willcocks,462,3:26:44,Male Veteran (50-59 Years),5,Male,46,57:25,40:45,59:04,49:30,
51,Thomas McElroy,330,3:27:05,Male Open (20-39 Years),31,Male,47,1:01:24,42:28,55:48,47:25,
52,Ben Prince-Saxon,378,3:27:05,Male Open (20-39 Years),32,Male,48,1:00:03,42:10,56:26,48:25,
53,Louie Murphy,534,3:27:07,Male Open (20-39 Years),33,Male,49,1:01:53,40:20,54:44,50:10,Heart & Sole
54,Rob Dallimore,494,3:27:35,Male Master (40-49 Years),11,Male,50,1:04:09,41:27,53:24,48:35,
55,daniel watson,454,3:28:29,Male Master (40-49 Years),12,Male,51,57:17,41:36,57:23,52:13,
56,Isabella Morton,532,3:28:59,Female Open (20-39 Years),5,Female,5,1:01:09,41:58,56:01,49:51,
57,Greig Sinclair,548,3:29:21,Male Master (40-49 Years),13,Male,52,59:27,41:21,54:26,54:08,
58,Martin Matevski,523,3:30:33,Male Open (20-39 Years),34,Male,53,57:21,39:39,56:04,57:28,
59,Steven O'Donovan,357,3:31:41,Male Open (20-39 Years),35,Male,54,1:04:05,43:58,55:48,47:50,
60,Allan Machakaire,522,3:31:56,Male Master (40-49 Years),14,Male,55,1:00:16,41:09,57:40,52:51,
61,Ivan Quin,537,3:32:09,Male Open (20-39 Years),36,Male,56,1:00:03,41:31,58:21,52:13,
62,Joseph Williams,463,3:32:19,Male Open (20-39 Years),37,Male,57,58:47,40:13,57:04,56:15,
63,Hayden Benton,130,3:32:53,Male Open (20-39 Years),38,Male,58,59:59,40:32,54:29,57:52,
64,Lucy Clapcott,153,3:33:36,Female Open (20-39 Years),6,Female,6,58:09,41:21,57:29,56:37,
65,Greg Sandrey,544,3:33:39,Male Veteran (50-59 Years),6,Male,59,59:48,43:30,57:50,52:32,
66,Simon Ellingham,199,3:33:50,Male Open (20-39 Years),39,Male,60,1:02:55,43:05,57:43,50:07,2mile2good
67,David Mahoney,313,3:34:38,Male Master (40-49 Years),15,Male,61,58:54,42:32,58:27,54:45,
68,Travis Cadman,143,3:35:19,Male Open (20-39 Years),40,Male,62,1:00:08,41:24,55:33,58:14,
69,Robbie Wearing,560,3:35:39,Male Open (20-39 Years),41,Male,63,58:55,41:49,58:30,56:25,
70,Paul Cowan,165,3:35:50,Male Master (40-49 Years),16,Male,64,1:02:23,43:38,58:54,50:56,
71,Holly Greig,229,3:36:01,Female Open (20-39 Years),7,Female,7,1:01:44,43:03,58:28,52:46,
72,David Morgan,530,3:36:07,Male Veteran (50-59 Years),7,Male,65,1:04:32,45:02,57:58,48:36,
73,Emily Harris,244,3:36:09,Female Open (20-39 Years),8,Female,8,1:01:42,42:58,57:52,53:37,
74,Levi Pennings,369,3:36:54,Male Open (20-39 Years),42,Male,66,1:01:50,41:50,56:06,57:09,
75,Charlotte PORTER,374,3:37:54,Female Veteran (50-59 Years),1,Female,9,1:02:35,43:52,1:00:34,50:53,
76,Junior Vaikai,440,3:38:08,Male Open (20-39 Years),43,Male,67,1:04:33,44:43,58:38,50:13,
77,Tom Brodie,138,3:38:09,Male Open (20-39 Years),44,Male,68,1:00:31,41:31,56:43,59:25,
78,Tom Maguire,312,3:38:50,Male Master (40-49 Years),17,Male,69,1:04:00,41:58,58:00,54:52,
79,Zeke Ingram,275,3:38:59,Male Open (20-39 Years),45,Male,70,58:37,42:14,1:00:42,57:27,Hear4U
80,Dexter Sutherland-Smith,419,3:39:01,Male Open (20-39 Years),46,Male,71,59:28,41:19,58:07,1:00:07,
81,Sand Wood,561,3:39:02,Male Open (20-39 Years),47,Male,72,1:05:45,45:12,59:12,48:52,
82,Jonathon Huse,272,3:39:09,Male Open (20-39 Years),48,Male,73,1:03:02,42:41,59:52,53:33,
83,Simone Rosentreter,391,3:39:18,Female Open (20-39 Years),9,Female,10,1:05:34,45:31,1:00:17,47:56,
84,Daniel Brooks,139,3:39:30,Male Open (20-39 Years),49,Male,74,1:01:03,42:15,1:00:09,56:03,
85,Tim Gibbs,502,3:39:39,Male Open (20-39 Years),50,Male,75,1:05:47,45:11,59:13,49:27,
86,Roger Noll,353,3:39:44,Male Master (40-49 Years),18,Male,76,1:01:56,41:58,57:30,58:19,
87,Alex Oakden,535,3:39:47,Male Open (20-39 Years),51,Male,77,1:02:01,42:43,59:16,55:46,
88,Matthew Farrow,204,3:40:07,Male Open (20-39 Years),52,Male,78,1:00:28,46:55,51:52,1:00:52,Night Ninjas
89,David Abricossow,100,3:40:15,Male Open (20-39 Years),53,Male,79,1:01:17,42:44,59:59,56:15,JB Morrison
90,Jarred Fielden,208,3:40:49,Male Open (20-39 Years),54,Male,80,1:04:30,44:51,59:13,52:15,
91,Conrad Langridge,297,3:40:55,Male Master (40-49 Years),19,Male,81,1:02:15,43:12,59:58,55:30,Y Marathon Club
92,Jarred Hinton,256,3:41:03,Male Open (20-39 Years),55,Male,82,1:03:22,44:27,59:43,53:31,
93,Sean Cleverly,157,3:41:08,Male Open (20-39 Years),56,Male,83,59:01,41:58,59:43,1:00:26,
94,Layton Aplin,116,3:41:30,Male Veteran (50-59 Years),8,Male,84,1:04:28,45:27,59:11,52:24,
95,Christian Villanueva,448,3:42:09,Male Open (20-39 Years),57,Male,85,1:00:00,42:11,56:25,1:03:33,
96,Richard Wilson,467,3:42:13,Male Master (40-49 Years),20,Male,86,59:59,43:04,58:48,1:00:22,
97,Frank Erceg,201,3:43:10,Male Master (40-49 Years),21,Male,87,1:00:29,43:01,1:01:37,58:03,Hear4U
98,Ronald Benton,481,3:43:26,Male Open (20-39 Years),58,Male,88,1:05:01,45:37,58:16,54:31,
99,Jack Doyle,192,3:43:33,Male Open (20-39 Years),59,Male,89,1:06:13,46:27,57:26,53:27,
100,Tim Kendall,290,3:43:58,Male Veteran (50-59 Years),9,Male,90,1:04:27,44:49,1:00:03,54:39,
101,Rory Main,314,3:44:54,Male Open (20-39 Years),60,Male,91,1:00:04,42:08,1:00:55,1:01:47,
102,Jess Hansen,239,3:45:38,Female Open (20-39 Years),10,Female,11,1:06:28,45:17,59:49,54:05,
103,Nathan MacAskill,311,3:46:00,Male Open (20-39 Years),61,Male,92,1:05:21,44:40,58:29,57:30,
104,Paul Best,482,3:46:19,Male Open (20-39 Years),62,Male,93,1:06:31,46:18,1:00:36,52:54,
105,Greta Averill,120,3:46:28,Female Open (20-39 Years),11,Female,12,1:06:56,44:44,1:00:06,54:42,
106,Jack Forster,216,3:46:42,Male Open (20-39 Years),63,Male,94,1:03:10,57:10,46:27,59:55,
107,Terri Fielden,207,3:46:42,Female Open (20-39 Years),12,Female,13,1:04:30,44:54,1:00:25,56:53,
108,Tyrell Priddey,377,3:46:44,Male Open (20-39 Years),64,Male,95,1:08:31,46:47,59:17,52:09,
109,Julia Brown,171,3:46:45,Female Open (20-39 Years),13,Female,14,1:05:23,45:59,1:01:57,53:26,
110,James mccafferty,325,3:47:15,Male Master (40-49 Years),22,Male,96,1:04:41,48:30,1:01:21,52:43,
111,Ashley Hanegraaf,237,3:47:24,Female Open (20-39 Years),14,Female,15,1:08:08,46:33,1:00:11,52:32,
112,Aimee Harmer,242,3:47:55,Female Open (20-39 Years),15,Female,16,1:07:57,46:24,1:00:55,52:39,
113,Ocean O'Hara,358,3:47:57,Female Open (20-39 Years),16,Female,17,1:05:37,54:59,52:31,54:50,
114,hugo mendez,333,3:48:16,Male Open (20-39 Years),65,Male,97,1:06:15,45:06,59:43,57:12,
115,Kendall Garrud,562,3:48:43,Female Open (20-39 Years),17,Female,18,1:03:36,44:14,59:41,1:01:12,
116,Gavin Keane,513,3:49:05,Male Veteran (50-59 Years),10,Male,98,1:04:29,45:06,1:01:09,58:21,
117,James Hunt,267,3:49:07,Male Legend (60-69 Years),1,Male,99,1:06:11,45:26,1:02:06,55:24,
118,Hannah McGiven,525,3:49:20,Female Open (20-39 Years),18,Female,19,1:05:56,45:34,1:00:48,57:03,
119,Jackson Shields,547,3:49:41,Male Open (20-39 Years),66,Male,100,1:06:31,46:17,1:00:36,56:17,
120,Kirsty Rickerby,384,3:49:57,Female Open (20-39 Years),19,Female,20,1:09:25,48:01,1:01:05,51:26,
121,Louie Conradie,490,3:50:26,Male Open (20-39 Years),67,Male,101,1:12:34,42:18,57:58,57:36,
122,Marine Cochet,159,3:50:27,Female Open (20-39 Years),20,Female,21,1:07:13,46:29,1:01:58,54:48,
123,Philip Begg,128,3:51:40,Male Master (40-49 Years),23,Male,102,1:04:15,45:11,1:02:39,59:35,
124,Louise Espin,202,3:51:41,Female Open (20-39 Years),21,Female,22,1:05:23,45:32,1:01:54,58:52,Y Marathon Club
125,Steph Meyers,528,3:51:43,Female Master (40-49 Years),1,Female,23,1:05:12,45:14,1:01:44,59:32,
126,Ben Edusei,498,3:51:43,Male Open (20-39 Years),68,Male,103,1:05:12,45:18,1:01:39,59:35,
127,Jaydyn Kirkcaldie,293,3:52:04,Male Open (20-39 Years),69,Male,104,1:11:35,44:42,58:26,57:21,
128,Anna Longdill,308,3:52:04,Female Master (40-49 Years),2,Female,24,1:07:39,47:52,1:02:38,53:54,
129,Aiden smith,405,3:52:05,Male Open (20-39 Years),70,Male,105,1:07:11,45:24,59:48,59:41,
130,Gemma Taylor,426,3:52:09,Female Open (20-39 Years),22,Female,25,1:05:25,46:18,1:03:16,57:10,
131,Michael Rodliffe,539,3:52:31,Male Master (40-49 Years),24,Male,106,1:00:17,44:10,1:01:44,1:06:20,Y Marathon Club
132,Jared Sun,417,3:52:49,Male Open (20-39 Years),71,Male,107,59:01,41:09,1:00:05,1:12:34,
133,Nick Laurie,298,3:52:55,Male Legend (60-69 Years),2,Male,108,1:03:57,45:08,1:02:53,1:00:58,
134,Laura Sill,399,3:53:32,Female Open (20-39 Years),23,Female,26,1:08:48,50:44,59:43,54:17,
135,Emma Anderson,109,3:53:36,Female Open (20-39 Years),24,Female,27,1:08:45,47:23,1:01:27,56:01,
136,Stuart Denston,495,3:53:43,Male Veteran (50-59 Years),11,Male,109,1:06:56,45:36,1:01:02,1:00:09,
137,Sam Knight,294,3:54:07,Male Open (20-39 Years),72,Male,110,1:07:45,46:22,1:01:24,58:35,
138,Nick Shymanski,397,3:54:56,Male Open (20-39 Years),73,Male,111,1:09:06,47:01,1:02:24,56:24,
139,Bojan Mishevski,529,3:55:15,Male Open (20-39 Years),74,Male,112,1:03:24,46:36,1:05:05,1:00:11,
140,Damien Rahal,382,3:56:01,Male Open (20-39 Years),75,Male,113,1:08:35,47:41,1:03:01,56:45,
141,Kellee Sandilands,543,3:56:07,Female Veteran (50-59 Years),2,Female,28,1:08:31,47:56,1:02:45,56:54,
142,Laurel Andrews,112,3:56:17,Female Open (20-39 Years),25,Female,29,1:06:12,46:35,1:04:48,58:41,
143,Sumia Wang,558,3:56:21,Female Open (20-39 Years),26,Female,30,1:06:49,46:31,1:04:36,58:25,
144,Nathan Sandford,542,3:56:29,Male Open (20-39 Years),76,Male,114,1:04:43,45:15,1:01:51,1:04:39,
145,Derrick Thorley,429,3:56:44,Male Veteran (50-59 Years),12,Male,115,1:08:47,48:33,1:03:45,55:40,
146,Gene Jeremic,282,3:57:34,Male Open (20-39 Years),77,Male,116,1:13:21,49:16,1:00:02,54:54,
147,Jeremy Dobrowolski,188,3:57:53,Male Open (20-39 Years),78,Male,117,1:13:31,59:02,49:14,56:05,
148,Emme Trenchard-Mole,438,3:58:08,Female Open (20-39 Years),27,Female,31,1:08:45,48:47,1:04:32,56:04,
149,Nikki Kerr,291,3:58:18,Female Master (40-49 Years),3,Female,32,1:06:17,46:28,1:03:31,1:02:02,Y Marathon Club
150,George Dyer,195,3:58:20,Male Veteran (50-59 Years),13,Male,118,1:04:26,45:17,1:05:31,1:03:06,
151,Kirsty Mills,340,3:58:27,Female Open (20-39 Years),28,Female,33,1:07:05,48:58,1:04:57,57:27,
152,Ashlee Paulsen,569,3:58:56,Female Open (20-39 Years),29,Female,34,1:06:45,45:51,1:03:34,1:02:46,
153,David Middlemiss,336,3:59:03,Male Open (20-39 Years),79,Male,119,1:09:46,47:42,1:02:25,59:10,
154,Vidan Zivic,478,3:59:12,Male Open (20-39 Years),80,Male,120,1:06:01,44:14,1:04:55,1:04:02,
155,Ethan Heng,254,3:59:12,Male Open (20-39 Years),81,Male,121,1:05:53,44:18,1:02:58,1:06:02,
156,David Byrne,486,3:59:15,Male Open (20-39 Years),82,Male,122,1:07:43,48:38,1:04:46,58:08,
157,Jordan Delmont,181,3:59:44,Male Open (20-39 Years),83,Male,123,59:44,43:46,1:04:59,1:11:15,
158,Kayne Bettridge,132,3:59:59,Male Open (20-39 Years),84,Male,124,59:09,42:54,1:03:45,1:14:11,
159,Deenie Roche,388,4:00:06,Female Open (20-39 Years),30,Female,35,1:09:55,48:05,1:04:08,57:57,JB Morrison
160,JJ Jang,279,4:00:09,Male Master (40-49 Years),25,Male,125,1:05:34,46:16,1:03:30,1:04:49,
161,Anton Roche,387,4:00:31,Male Veteran (50-59 Years),14,Male,126,54:11,38:57,1:10:46,1:16:37,Y Marathon Club
162,Tom Wilde,459,4:00:40,Male Open (20-39 Years),85,Male,127,1:12:23,50:51,1:03:57,53:28,
163,Lizzy Collard,161,4:00:40,Female Open (20-39 Years),31,Female,36,1:12:23,50:52,1:03:57,53:28,
164,Sindre Stoeten,412,4:01:09,Male Open (20-39 Years),86,Male,128,1:04:42,46:19,1:05:59,1:04:09,Lake Taupo Chiropractic
165,Tayne Hutchieson,273,4:01:11,Male Open (20-39 Years),87,Male,129,1:05:00,46:44,1:08:28,1:00:59,
166,Dan Saunders,545,4:01:13,Male Open (20-39 Years),88,Male,130,1:04:29,45:14,1:07:31,1:03:59,
167,Rhys Van der put,557,4:01:13,Male Open (20-39 Years),89,Male,131,1:04:29,45:12,1:07:32,1:03:59,
168,Fred Barnard,124,4:01:15,Male Veteran (50-59 Years),15,Male,132,1:09:16,47:55,1:05:01,59:04,
169,Thomas Mortiboy,531,4:01:47,Male Open (20-39 Years),90,Male,133,1:07:02,47:14,1:02:47,1:04:44,
170,Alfonso Zaire,476,4:02:24,Male Master (40-49 Years),26,Male,134,1:06:29,47:17,1:07:03,1:01:35,Lake Taupo Chiropractic
171,Micheal O'Shea,363,4:02:38,Male Open (20-39 Years),91,Male,135,1:02:40,44:03,1:10:22,1:05:32,
172,Owen Warnock,451,4:02:51,Male Open (20-39 Years),92,Male,136,1:06:42,46:10,1:03:46,1:06:13,Lake Taupo Chiropractic
173,Bao Tang,422,4:03:35,Male Legend (60-69 Years),3,Male,137,1:12:50,49:49,1:04:31,56:26,
174,Kristy Robertson,386,4:04:33,Female Open (20-39 Years),32,Female,37,1:06:54,47:17,1:07:50,1:02:32,
175,Louise Cooke,162,4:04:56,Female Open (20-39 Years),33,Female,38,1:05:03,45:13,1:04:54,1:09:46,
176,mason nestor,350,4:05:28,Male Open (20-39 Years),93,Male,138,1:01:46,43:46,1:13:24,1:06:32,
177,Tiwana Rarere,538,4:06:14,Male Open (20-39 Years),94,Male,139,1:10:11,48:14,1:06:00,1:01:50,
178,Monique Edwards,198,4:07:23,Female Open (20-39 Years),34,Female,39,1:05:51,59:49,58:38,1:03:05,
179,Jono Knorth,519,4:07:26,Male Open (20-39 Years),95,Male,140,1:08:38,46:33,1:02:05,1:10:11,
180,Barry Orr,362,4:07:32,Male Master (40-49 Years),27,Male,141,1:10:45,46:08,1:09:46,1:00:54,
181,Britney Clasper,156,4:07:35,Female Open (20-39 Years),35,Female,40,1:12:08,49:55,1:05:54,59:37,
182,Robert Gaston,220,4:08:02,Male Open (20-39 Years),96,Male,142,1:08:40,49:11,1:08:02,1:02:09,
183,Michelle Parker,238,4:08:02,Female Master (40-49 Years),4,Female,41,1:08:35,48:32,1:09:13,1:01:42,
184,Alex Moon,343,4:08:06,Male Open (20-39 Years),97,Male,143,1:12:01,48:24,1:01:21,1:06:21,
185,Daniel Gillott,221,4:08:25,Male Master (40-49 Years),28,Male,144,1:03:31,45:57,1:06:52,1:12:05,Y Marathon Club
186,Matt O'Neill,361,4:08:29,Male Open (20-39 Years),98,Male,145,1:03:11,43:32,1:00:06,1:21:41,
187,Gareth Davies,176,4:08:50,Male Master (40-49 Years),29,Male,146,1:09:18,47:00,1:06:37,1:05:56,
188,CONNOR MOIR,342,4:09:25,Male Open (20-39 Years),99,Male,147,1:07:40,46:37,1:04:56,1:10:13,
189,Brent Cairns,144,4:09:30,Male Veteran (50-59 Years),16,Male,148,1:07:10,47:26,1:09:37,1:05:18,
190,Alesha Guard,233,4:10:03,Female Open (20-39 Years),36,Female,42,1:07:38,47:25,1:07:36,1:07:23,
191,Edward Cole,489,4:10:03,Male Open (20-39 Years),100,Male,149,1:10:08,48:37,1:04:52,1:06:27,
192,Mark Hall,234,4:10:04,Male Veteran (50-59 Years),17,Male,150,1:11:13,49:01,1:08:21,1:01:30,
193,Fiona Davies,175,4:10:26,Female Master (40-49 Years),5,Female,43,1:07:37,50:23,1:08:47,1:03:39,
194,Wayne Martin,317,4:10:45,Male Veteran (50-59 Years),18,Male,151,1:12:10,50:30,1:09:00,59:06,
195,Shaun Winstanley,470,4:12:17,Male Open (20-39 Years),101,Male,152,1:06:50,48:16,1:11:16,1:05:56,
196,Mike Field,206,4:13:59,Male Open (20-39 Years),102,Male,153,1:08:50,49:00,1:07:30,1:08:38,
197,Gabrielle Jeune,511,4:14:17,Female Open (20-39 Years),37,Female,44,1:07:44,49:27,1:10:43,1:06:23,
198,Maddie Stephenson,409,4:14:19,Female Teens (13-19 Years),1,Female,45,1:06:12,49:19,1:12:06,1:06:42,
199,Rosalie Amner,107,4:14:53,Female Master (40-49 Years),6,Female,46,1:09:46,49:55,1:10:56,1:04:16,Run Cubro Run
200,Jemima Bell,129,4:14:55,Female Open (20-39 Years),38,Female,47,1:11:14,49:29,1:10:22,1:03:50,
201,Toni Arnold,117,4:15:04,Female Open (20-39 Years),39,Female,48,1:09:48,49:53,1:08:19,1:07:03,
202,Josh Svendsen,551,4:15:25,Male Teens (13-19 Years),2,Male,154,1:13:31,52:32,1:06:58,1:02:24,
203,Mahina Ross,541,4:15:26,Female Open (20-39 Years),40,Female,49,1:13:31,52:33,1:06:57,1:02:24,
204,Deon Greyling,231,4:15:49,Male Master (40-49 Years),30,Male,155,1:17:04,51:23,1:07:30,59:52,
205,Al Hollins,259,4:16:04,Male Master (40-49 Years),31,Male,156,1:12:23,50:05,1:06:55,1:06:40,
206,Jay Challenger,149,4:16:04,Male Open (20-39 Years),103,Male,157,1:08:35,47:40,1:03:02,1:16:47,
207,Julia Palmer,366,4:16:14,Female Open (20-39 Years),41,Female,50,1:16:32,51:11,1:08:16,1:00:14,
208,Rachelle Green,228,4:17:26,Female Master (40-49 Years),7,Female,51,1:12:05,50:41,1:11:03,1:03:38,Y Marathon Club
209,Vanessa Pratt,376,4:17:26,Female Veteran (50-59 Years),3,Female,52,1:12:05,50:41,1:11:02,1:03:37,Y Marathon Club
210,Josh Hartley,249,4:17:33,Male Open (20-39 Years),104,Male,158,1:10:16,1:00:15,1:01:53,1:05:09,
211,Blake Toi,433,4:17:40,Male Open (20-39 Years),105,Male,159,1:14:45,48:51,1:07:22,1:06:42,
212,Derrick Pratt,375,4:17:53,Male Veteran (50-59 Years),19,Male,160,1:09:10,50:32,1:11:44,1:06:27,
213,Darian Packwood,365,4:20:18,Male Open (20-39 Years),106,Male,161,1:07:12,49:05,1:06:34,1:17:27,Lake Taupo Chiropractic
