Position,Name,Bib,Time,Net Time,Category,Category Position,Gender,Gender Position,col10
1,CALLAN MOODY,2497,01:06:06,01:06:05,M20-39,1,M,1,view
2,MALCOLM HICKS,2571,01:06:19,01:06:19,M20-39,2,M,2,view
3,NATHAN BAXTER,2756,01:06:28,01:06:28,M20-39,3,M,3,view
4,AARON PULFORD,2499,01:06:45,01:06:44,M20-39,4,M,4,view
5,BRADY THRELFALL,2502,01:06:47,01:06:47,M20-39,5,M,5,view
6,CADEN SHIELDS,2500,01:06:53,01:06:52,M20-39,6,M,6,view
7,YING REN MOK,2496,01:07:29,01:07:29,M20-39,7,M,7,view
8,DANIEL BALCHIN,2492,01:07:55,01:07:54,M20-39,8,M,8,view
9,PATRICK NISPEL,2498,01:09:17,01:09:16,M20-39,9,M,9,view
10,TIM HODGE,2493,01:09:27,01:09:26,M20-39,10,M,10,view
11,JOSH MAISEY,2495,01:10:13,01:10:13,M20-39,11,M,11,view
12,JOHN EARLES,1401,01:12:44,01:12:43,M20-39,12,M,12,view
13,MATTHEW DRYDEN,1389,01:13:15,01:13:14,M12-19,1,M,13,view
14,RICHARD SEIGNE,2684,01:13:24,01:13:20,VM50-59,1,M,14,view
15,BEN WATSON,2315,01:14:03,01:14:01,M20-39,13,M,15,view
16,CHRIS RAE,2052,01:14:07,01:14:05,VM40-49,1,M,16,view
17,BEN HARRIS,1562,01:14:24,01:14:23,M20-39,14,M,17,view
18,ANDREW CURNOW,1335,01:14:27,01:14:25,M20-39,15,M,18,view
19,GRANANTAN BOYLE,2612,01:14:31,01:14:30,VM40-49,2,M,19,view
20,SIMON WOODING,2374,01:14:46,01:14:41,M20-39,16,M,20,view
21,GREG MONK,1921,01:14:56,01:14:56,VM40-49,3,M,21,view
22,RIK WORKMAN,2383,01:15:12,01:15:11,M20-39,17,M,22,view
23,JOSH TAYLOR,2241,01:15:13,01:15:12,M20-39,18,M,23,view
24,HAMISH WORBOYS,2381,01:15:27,01:15:24,M20-39,19,M,24,view
25,GLEN CHISHOLM,1253,01:15:41,01:15:40,M20-39,20,M,25,view
26,ALESSANDRO FELCI,2640,01:15:48,01:15:20,M20-39,21,M,26,view
27,FLAVIO VIANNA,2710,01:15:50,01:15:49,M20-39,22,M,27,view
28,WILLIAM JONES,1688,01:16:04,01:15:54,M12-19,2,M,28,view
29,MIKE TOLMAY,2256,01:16:09,01:16:03,M20-39,23,M,29,view
30,ALISTAIR CORY-WRIGHT,1309,01:16:27,01:16:22,VM40-49,4,M,30,view
31,MALCOLM CORNELIUS,1308,01:16:39,01:16:38,VM40-49,5,M,31,view
32,GABRIELLE O'ROURKE,2521,01:17:07,01:17:06,VW40-49,1,F,1,view
33,JULIAN DAVIDSON,1344,01:17:22,01:17:22,M20-39,24,M,32,view
34,ALEXANDRA WILLIAMS,2503,01:17:22,01:17:22,W20-39,1,F,2,view
35,TIM MCCLURG,1837,01:18:32,01:18:31,M20-39,25,M,33,view
36,MARK O'REILLY,2651,01:21:18,01:21:12,VM40-49,6,M,34,view
37,JASON WILCOCK,2336,01:21:49,01:21:48,M20-39,26,M,35,view
38,DAMIEN COOK,1297,01:22:07,01:22:02,M20-39,27,M,36,view
39,BRENDON KING,2724,01:22:12,01:22:07,M20-39,28,M,37,view
40,RICHARD GRAY,1522,01:22:19,01:22:15,M20-39,29,M,38,view
41,MATTHEW WINTER,2370,01:22:27,01:22:23,M20-39,30,M,39,view
42,LOUISA ANDREW,1071,01:22:32,01:22:29,VW40-49,2,F,3,view
43,J PAUL RONALDSON,2103,01:22:35,01:22:33,VM50-59,2,M,40,view
44,GARRY JONES,1685,01:22:44,01:22:41,VM50-59,3,M,41,view
45,TOM SWAN,2231,01:22:48,01:22:29,M20-39,31,M,42,view
46,DAVE COLLIE,1285,01:22:51,01:22:48,VM50-59,4,M,43,view
47,BRAD HENDERSON,2791,01:22:52,01:22:45,M20-39,32,M,44,view
48,BRAD WILLIAMS,2812,01:22:59,01:22:52,M20-39,33,M,45,view
49,BRAD TUCKER,2273,01:23:04,01:22:49,M20-39,34,M,46,view
50,CHRIS RAVN,2056,01:23:04,01:22:45,M20-39,35,M,47,view
51,BARRY DEMPSEY,1360,01:23:18,01:23:12,VM40-49,7,M,48,view
52,ANDREW CALVERLEY,1222,01:23:21,01:23:19,VM40-49,8,M,49,view
53,SARAH GARDINER,2695,01:23:43,01:23:41,W20-39,2,F,4,view
54,BRYCE CHISHOLM,1252,01:23:45,01:23:43,VM40-49,9,M,50,view
55,NICK YATES,2776,01:24:08,01:23:56,M20-39,36,M,51,view
56,ALAN FUNNELL,1476,01:24:12,01:24:09,VM40-49,10,M,52,view
57,CODY REAUME,2061,01:24:43,01:23:53,M20-39,37,M,53,view
58,SVEN ZAALBERG,2398,01:24:48,01:24:47,M20-39,38,M,54,view
59,CHRIS KAELIN,1689,01:24:56,01:24:50,M20-39,39,M,55,view
60,DREW COSTELLO,1312,01:25:09,01:25:04,M20-39,40,M,56,view
61,CRAIGE ADAMS,1047,01:25:10,01:25:05,VM40-49,11,M,57,view
62,PETER OLDS,1983,01:25:17,01:25:11,VM40-49,12,M,58,view
63,HAMISH COCKS,1277,01:25:23,01:25:17,M20-39,41,M,59,view
64,SHAYNA INNES,1653,01:25:33,01:25:29,W20-39,3,F,5,view
65,AYESHA SHAFI,2588,01:25:38,01:25:36,W20-39,4,F,6,view
66,MARK TONKS,2766,01:25:43,01:25:39,VM40-49,13,M,60,view
67,JONATHAN WERKMEISTER,2558,01:25:44,01:25:39,M20-39,42,M,61,view
68,SHANE KENNEDY,2642,01:25:57,01:25:40,M20-39,43,M,62,view
69,BYRON MANN,1808,01:26:13,01:26:04,M20-39,44,M,63,view
70,SCOTT CARDWELL,1233,01:26:33,01:26:30,M20-39,45,M,64,view
71,DAVID GARDNER,1482,01:26:34,01:24:21,VM50-59,5,M,65,view
72,SEBASTIAN BUCHER,1199,01:26:43,01:26:29,M20-39,46,M,66,view
73,ROSS COOPER,1304,01:26:53,01:26:43,M20-39,47,M,67,view
74,DENIS OWEN,1989,01:27:01,01:26:56,M20-39,48,M,68,view
75,SIMON ZOLLHOEFER,2454,01:27:04,01:26:53,M12-19,3,M,69,view
76,BRYCE CHAPMAN,2729,01:27:05,01:26:59,M20-39,49,M,70,view
77,HUGO TOPPING,2261,01:27:06,01:26:46,M20-39,50,M,71,view
78,ROWAN CAMERON,1225,01:27:06,01:27:03,W20-39,5,F,7,view
79,JOSEF CHRAST,2634,01:27:15,01:26:44,M20-39,51,M,72,view
80,HEATHER MCKENZIE,1867,01:27:16,01:27:14,W20-39,6,F,8,view
81,BRIAN LAW,1742,01:27:17,01:27:14,VM40-49,14,M,73,view
82,ALISON VAN POLANEN,2285,01:27:30,01:27:28,W20-39,7,F,9,view
83,FINN ROY,2110,01:27:34,01:27:21,M20-39,52,M,74,view
84,CHRIS GOLDSBURY,2508,01:27:35,01:27:18,M20-39,53,M,75,view
85,RYAN WOOD,2519,01:27:40,01:27:34,M20-39,54,M,76,view
86,PETER WEIJERS,2320,01:27:49,01:27:41,M20-39,55,M,77,view
87,GRAEME SELLARS,2137,01:27:55,01:27:50,VM50-59,6,M,78,view
88,MICHELLE HOPKINS,1623,01:27:56,01:27:55,W20-39,8,F,10,view
89,ADAM MARSHALL,1817,01:28:17,01:28:11,M20-39,56,M,79,view
90,CASEY LE BRETON,1744,01:28:17,01:28:03,M12-19,4,M,80,view
91,TIM WHITE,2332,01:28:27,01:28:21,M20-39,57,M,81,view
92,RUSSELL WORDSWORTH,2382,01:28:35,01:28:29,M20-39,58,M,82,view
93,AARON WINDER,2366,01:28:40,01:28:32,M20-39,59,M,83,view
94,DAVID CONRADSON,1296,01:28:46,01:28:39,VM40-49,15,M,84,view
95,SHANNON TARAMOEROA,2813,01:28:48,01:28:43,M20-39,60,M,85,view
96,CRAIG KERR,1702,01:28:51,01:28:43,VM50-59,7,M,86,view
97,HOWIE SMITH,2166,01:28:52,01:28:24,M20-39,61,M,87,view
98,HENRY BUCKINGHAM,1154,01:28:56,01:28:41,M12-19,5,M,88,view
99,STEPHEN REVILLE,2705,01:28:57,01:28:52,M20-39,62,M,89,view
100,MATTHEW LEONARD,2583,01:29:00,01:28:54,M20-39,63,M,90,view
101,SCOTT CONDRON,1293,01:29:06,01:28:55,M20-39,64,M,91,view
102,HUGH THOMAS BARROW,1100,01:29:08,01:29:05,VM50-59,8,M,92,view
103,KIERON BERRY,2669,01:29:19,01:29:15,M20-39,65,M,93,view
104,CLIVE KITCHINGMAN,1719,01:29:21,01:29:10,VM50-59,9,M,94,view
105,HOLLY CURTIS,1337,01:29:23,01:29:13,W20-39,9,F,11,view
106,OWEN COXON-SMITH,1318,01:29:26,01:28:16,VM40-49,16,M,95,view
107,GRAHAM WOODS,2376,01:29:26,01:29:14,M20-39,66,M,96,view
108,RHIAN WARD,2712,01:29:29,01:29:26,M12-19,6,M,97,view
109,NIGEL MCCARTIN,1836,01:29:30,01:29:12,M20-39,67,M,98,view
110,CHARLIE HULLEY,1638,01:29:32,01:29:13,M20-39,68,M,99,view
111,MIKE COMMONS,2464,01:29:33,01:29:15,M20-39,69,M,100,view
112,KATHRYN BUNCKENBURG,1202,01:29:33,01:29:03,W20-39,10,F,12,view
113,ANDREW GILKISON,1496,01:29:34,01:29:18,M20-39,70,M,101,view
114,THEO VAN WOERKOM,2658,01:29:34,01:29:13,M20-39,71,M,102,view
115,SCOTT HARPHAM,1561,01:29:35,01:29:28,M20-39,72,M,103,view
116,TREVOR ROBINSON,2097,01:29:48,01:29:30,VM50-59,10,M,104,view
117,AARON MILLAR,1898,01:29:49,01:29:41,M20-39,73,M,105,view
118,GRAEME WYLDE,2389,01:29:49,01:29:31,VM50-59,11,M,106,view
119,BELLA BLOOMFIELD,1152,01:29:52,01:29:45,W20-39,11,F,13,view
120,GRAEME MAWSON,1826,01:29:52,01:29:46,M20-39,74,M,107,view
121,TRISTAN LEES-BAKER,1750,01:29:52,01:29:39,VM40-49,17,M,108,view
122,GRANT DAY,1353,01:29:54,01:29:41,VM40-49,18,M,109,view
123,TYLER LOGAN,2438,01:29:57,01:29:48,M12-19,7,M,110,view
124,AARON HILL,2822,01:30:02,01:29:28,M20-39,75,M,111,view
125,NICLAS JOHANSSON,2778,01:30:05,01:29:52,M20-39,76,M,112,view
126,WAYNE CAMPBELL,1230,01:30:08,01:29:51,VM50-59,12,M,113,view
127,MARK HASTIE,1575,01:30:11,01:30:01,M20-39,77,M,114,view
128,TONY MILNE,1914,01:30:15,01:30:05,VM40-49,19,M,115,view
129,SCOTT MCHARDY,1863,01:30:20,01:29:22,M20-39,78,M,116,view
130,CALLAN TUCKER,2657,01:30:29,01:30:12,M20-39,79,M,117,view
131,FRASER PELVIN,2013,01:30:34,01:30:31,VM40-49,20,M,118,view
132,CLAIRE GRAY,1519,01:30:37,01:30:18,VW40-49,3,F,14,view
133,MICHAEL KINGSTON,1714,01:30:43,01:30:24,VM40-49,21,M,119,view
134,JULIE WILSON,2359,01:30:43,01:30:40,VW50-59,1,F,15,view
135,BLAIR TEMPLETON,2246,01:30:43,01:30:25,M20-39,80,M,120,view
136,CHRIS WOODS,2375,01:30:46,01:30:39,VM40-49,22,M,121,view
137,GLENN NIGHTINGALE,1961,01:30:58,01:30:28,VM50-59,13,M,122,view
138,KELVIN ENTWISLE,1425,01:30:59,01:30:52,M20-39,81,M,123,view
139,NATHAN SHEPPARD,2740,01:31:00,01:30:33,M20-39,82,M,124,view
140,JAYDIN ABURN,1144,01:31:01,01:30:58,M12-19,8,M,125,view
141,ANDREW SAUNDERS,2123,01:31:10,01:30:46,M20-39,83,M,126,view
142,GEORGE MCDONALD,1844,01:31:11,01:31:08,M12-19,9,M,127,view
143,GARETH BRADFORD,2808,01:31:20,01:31:14,M20-39,84,M,128,view
144,ANTHONY FITZPATRICK,1457,01:31:39,01:29:38,M20-39,85,M,129,view
145,MICHAEL DAVIDSON,1346,01:31:39,01:31:18,M20-39,86,M,130,view
146,FELIX NEWBERRY,1039,01:31:40,01:31:37,M20-39,87,M,131,view
147,ALBERT ADCOCK,1050,01:31:59,01:31:48,M20-39,88,M,132,view
148,EOIN MCLOUGHLIN,1877,01:32:05,01:30:38,M20-39,89,M,133,view
149,SAM GOOD,2607,01:32:08,01:31:18,M20-39,90,M,134,view
150,BRADLEY CONNAGHAN,2783,01:32:12,01:31:21,M12-19,10,M,135,view
151,WILLIAM COOPER,2635,01:32:12,01:32:06,M20-39,91,M,136,view
152,CRAIG THORNE,2253,01:32:13,01:31:39,M20-39,92,M,137,view
153,THOMAS ELMORE,1030,01:32:16,01:31:14,M20-39,93,M,138,view
154,HUGO STRANG,2220,01:32:19,01:32:09,M20-39,94,M,139,view
155,KIM MCBEATH,2644,01:32:28,01:31:55,VM40-49,23,M,140,view
156,MARK OLSEN,1985,01:32:29,01:32:08,M20-39,95,M,141,view
157,MICHAEL GALLAGHER,1480,01:32:35,01:32:19,VM40-49,24,M,142,view
158,ROB NAUGHTON,2738,01:32:45,01:32:31,VM40-49,25,M,143,view
159,NICK SWALLOW,2230,01:32:55,01:32:43,M20-39,96,M,144,view
160,MEGAN GRANT,1518,01:33:06,01:32:55,W20-39,12,F,16,view
161,HUW DAVIDSON-WATTS,1347,01:33:06,01:32:45,M20-39,97,M,145,view
162,BRENDAN SMITH,2162,01:33:07,01:32:54,VM40-49,26,M,146,view
163,JEANETTE WHITE,2331,01:33:08,01:32:53,W20-39,13,F,17,view
164,JAMES GRAHAM,1516,01:33:10,01:32:10,M20-39,98,M,147,view
165,JULIA HUNT,1641,01:33:13,01:32:50,W12-19,1,F,18,view
166,ANGUS PHILPOTT,2800,01:33:17,01:33:02,M12-19,11,M,148,view
167,ADAM BOUGEN,2407,01:33:18,01:33:01,M12-19,12,M,149,view
168,DAVID SCARF,2706,01:33:18,01:32:57,M20-39,99,M,150,view
169,STEPHEN THREADGALL,2517,01:33:20,01:33:04,M20-39,100,M,151,view
170,JOANNE STEVENSON,2206,01:33:22,01:32:56,W20-39,14,F,19,view
171,JEFF HORN,1626,01:33:24,01:33:04,VM40-49,27,M,152,view
172,REGAN CANTWELL,2561,01:33:31,01:32:48,M12-19,13,M,153,view
173,DANNY HALLIGAN,1549,01:33:32,01:33:07,VM40-49,28,M,154,view
174,JOHN SMITH,2167,01:33:34,01:33:21,VM50-59,14,M,155,view
175,JULIAN SPARK,2479,01:33:36,01:33:19,VM40-49,29,M,156,view
176,BEN ALLOTT,1066,01:33:41,01:33:29,M20-39,101,M,157,view
177,ANDREW WAKEFIELD,2556,01:33:46,01:32:46,M20-39,102,M,158,view
178,TIM JESSON,2434,01:33:51,01:33:18,M12-19,14,M,159,view
179,LUKE CAMPBELL,1227,01:33:51,01:33:27,M20-39,103,M,160,view
180,CHRISTOPHER MCGILLIVRAY,1854,01:33:54,01:33:04,M20-39,104,M,161,view
181,MARK ENDACOTT,1422,01:33:55,01:33:45,M20-39,105,M,162,view
182,JOHN SHEARER,2751,01:34:03,01:33:55,M20-39,106,M,163,view
183,COLE HARRIS,1563,01:34:08,01:32:42,M20-39,107,M,164,view
184,ROHAN APPLEBY,1012,01:34:09,01:33:30,M20-39,108,M,165,view
185,REBECCA GIFFORD,1493,01:34:09,01:33:51,W20-39,15,F,20,view
186,GLENN COUGHLAN,1314,01:34:13,01:33:59,VM40-49,30,M,166,view
187,RONNIE CAMPBELL,1229,01:34:15,01:33:29,VM40-49,31,M,167,view
188,ROWAN TOOMER,2568,01:34:16,01:33:56,M12-19,15,M,168,view
189,JOSIE ASKIN,1085,01:34:17,01:33:47,W20-39,16,F,21,view
190,HAYDEN BEETAR,1122,01:34:26,01:34:01,VM40-49,32,M,169,view
191,SHAUN RUSH,2115,01:34:26,01:33:35,M20-39,109,M,170,view
192,HAMISH PATERSON,4133,01:34:27,01:33:46,M20-39,110,M,171,view
193,CENTURI CHAN,1246,01:34:34,01:34:11,M20-39,111,M,172,view
194,KEVIN BLAKE,1013,01:34:35,01:32:50,M20-39,112,M,173,view
195,JP WALKER,2659,01:34:40,01:34:29,M20-39,113,M,174,view
196,ANGELA RICHARDS,2070,01:34:52,01:34:42,W20-39,17,F,22,view
197,TOM TOWNEND,2265,01:35:02,01:34:34,M20-39,114,M,175,view
198,JONATHAN VICK,2674,01:35:05,01:34:52,M20-39,115,M,176,view
199,NICOLA LEETE,1751,01:35:06,01:34:48,W20-39,18,F,23,view
200,JULIA MILES,1897,01:35:06,01:34:50,W20-39,19,F,24,view
201,KATE ROBINSON,2092,01:35:13,01:34:23,W20-39,20,F,25,view
202,DAVID NORGATE,1968,01:35:15,01:34:55,M20-39,116,M,177,view
203,JASON NUTBROWN,2799,01:35:18,01:33:03,M20-39,117,M,178,view
204,HUGO MCCARTHY-BAIN,1835,01:35:21,01:33:20,M20-39,118,M,179,view
205,ROGIER ERADUS,2746,01:35:22,01:34:59,M20-39,119,M,180,view
206,CRAIG PETRIE,2470,01:35:25,01:35:12,M20-39,120,M,181,view
207,DAVID BROOKER,1186,01:35:25,01:34:54,VM40-49,33,M,182,view
208,THOMAS CHATTERTON,1249,01:35:26,01:35:03,M20-39,121,M,183,view
209,PETER RICHARDS,2072,01:35:28,01:35:08,VM50-59,15,M,184,view
210,JOHN SMALL,2158,01:35:30,01:34:38,M20-39,122,M,185,view
211,MIKE ANDERSON,1068,01:35:33,01:35:08,M20-39,123,M,186,view
212,SALLY YARWOOD,2391,01:35:34,01:35:24,W20-39,21,F,26,view
213,THOMAS DRAVITZKI,1387,01:35:36,01:35:01,M12-19,16,M,187,view
