Position,Name,Bib,Time,Nationality,Category,Category Position,Gender,Gender Position,Run
1,JOE STEWARD,8090,1:18:46,NZL,20-34,1,Male,1,1:18:46
2,BENJAMIN OTIS,7422,1:19:27,NZL,20-34,2,Male,2,1:19:27
3,MICHAEL SUTTON,71,1:19:46,NZL,20-34,3,Male,3,1:19:46
4,CASE THORBY,7917,1:19:51,NZL,20-34,4,Male,4,1:19:51
5,MIKE ROBINSON,7869,1:25:51,NZL,40-44,1,Male,5,1:25:51
6,REGAN BONES,8178,1:28:04,NZL,20-34,5,Male,6,1:28:04
7,SEAMUS KELLY,7983,1:28:46,NZL,20-34,6,Male,7,1:28:46
8,SIMON THOMPSON,8151,1:28:56,AUS,45-49,1,Male,8,1:28:56
9,STEVE MORROW,7951,1:34:19,NZL,50-54,1,Male,9,1:34:19
10,MACS GREEN,7172,1:35:08,NZL,18-19,1,Male,10,1:35:08
11,JESSIE SPEEDY,7776,1:35:21,NZL,20-34,1,Female,1,1:35:21
12,KEN VAZEY,7050,1:37:08,NZL,40-44,2,Male,11,1:37:08
13,MATTHEW SLIGHT,7580,1:37:41,NZL,35-39,1,Male,12,1:37:41
14,PHILLIPA WILLIAMS,8089,1:37:54,NZL,20-34,2,Female,2,1:37:54
15,CONNOR JOHNSTON,8035,1:37:58,NZL,20-34,7,Male,13,1:37:58
16,SHAUN MOCHAN,7889,1:37:59,NZL,35-39,2,Male,14,1:37:59
17,DION GUEST,8019,1:38:38,NZL,35-39,3,Male,15,1:38:38
18,STEVE JUIGNET,7496,1:39:28,FRA,40-44,3,Male,16,1:39:28
19,SHELLY SCHENK,7615,1:40:15,CHE,20-34,3,Female,3,1:40:15
20,LIAM DINE,7528,1:41:48,NZL,20-34,8,Male,17,1:41:48
21,BRADEN LAWSON,7705,1:42:56,NZL,20-34,9,Male,18,1:42:56
22,STUART BUTCHER,8262,1:43:25,AUS,45-49,2,Male,19,1:43:25
