Position,Name,Bib,Time,Nationality,Category,Category Position,Gender,Gender Position,Run
1,HARRY DIXON,1387,01:06:43,NZL,30-39,1,Male,1,01:06:43
2,CAMERON GRAVES,2956,01:07:25,NZL,30-39,2,Male,2,01:07:25
3,LIAM BIRD,2966,01:12:03,NZL,20-29,1,Male,3,01:12:03
4,LIAM DOOLEY,1398,01:12:41,NZL,20-29,2,Male,4,01:12:41
5,CAMERON VAUGHAN,2639,01:13:31,NZL,20-29,3,Male,5,01:13:31
6,ANTON WEATHERHEAD,2681,01:13:33,GBR,20-29,4,Male,6,01:13:33
7,CAMILLE FRENCH,2812,01:14:43,NZL,30-39,1,Female,1,01:14:43
8,LOGAN RODGER,2986,01:14:48,NZL,30-39,3,Male,7,01:14:48
9,HAMISH ROPER,2351,01:17:29,NZL,40-49,1,Male,8,01:17:29
10,JAMES STEPHEN,2883,01:18:54,GBR,30-39,4,Male,9,01:18:54
11,WILL ALEXANDER,2944,01:19:06,NZL,40-49,2,Male,10,01:19:06
12,JAMES WALTON,2664,01:19:07,NZL,20-29,5,Male,11,01:19:07
13,CAMPBELL MACDONALD,2983,01:20:06,NZL,20-29,6,Male,12,01:20:06
14,MIKE TONG,2606,01:20:34,NZL,20-29,7,Male,13,01:20:34
15,ANTS BLACKMOORE,1126,01:20:37,NZL,30-39,5,Male,14,01:20:37
16,MITCH CANTLON,2842,01:21:38,NZL,40-49,3,Male,15,01:21:38
17,FARYN NGAWAKA,2172,01:22:01,NZL,40-49,4,Male,16,01:22:01
18,JAMES WATERS,2903,01:23:21,NZL,20-29,8,Male,17,01:23:21
19,AMANDA WALDRON,2652,01:23:22,NZL,30-39,2,Female,2,01:23:22
20,KARAN VENTER,2643,01:23:38,NZL,20-29,9,Male,18,01:23:38
21,CORY PAYNE,2888,01:24:42,NZL,30-39,6,Male,19,01:24:42
22,BEN YOUDAN,2779,01:25:12,NZL,40-49,5,Male,20,01:25:12
23,LANA VAN HOUT,2955,01:25:26,NZL,30-39,3,Female,3,01:25:26
24,SCOTT BEST,1110,01:25:27,NZL,40-49,6,Male,21,01:25:27
