Position,Name,Bib,Time,Category,Category Position,Gender,Gender Position,Run
1,MICHAEL VOSS,4188,03:41:27,18-29,1,Male,1,03:36:32
2,BENJAMIN DUFFUS,3280,03:46:44,18-29,2,Male,2,03:41:48
3,VAJIN ARMSTRONG,3024,03:54:05,30-39,1,Male,3,03:49:09
4,PATRIK VERME,4089,04:02:10,40-49,1,Male,4,03:57:13
5,ANDERSON MOQUIUTI,4226,04:11:43,40-49,2,Male,5,04:06:43
6,CAITLIN FIELDER,3001,04:11:58,18-29,1,Female,1,04:06:38
7,SAM HARVEY,4219,04:21:37,18-29,3,Male,6,04:16:31
8,ANDREW THOMPSON,4048,04:23:59,40-49,3,Male,7,04:18:33
9,DAVID LEHNEN,3592,04:26:41,30-39,2,Male,8,04:21:04
10,GUILLAUME LEHNERT,3593,04:28:09,30-39,3,Male,9,04:22:59
11,BENJAMIN LUCAS,3624,04:29:03,30-39,4,Male,10,04:24:03
12,KEITH POORE,3826,04:31:42,40-49,4,Male,11,04:25:28
13,JASON MATULICK,3663,04:33:28,18-29,4,Male,12,04:27:51
14,EDRIC VERBEEK,4088,04:35:30,18-29,5,Male,13,04:28:02
15,OSCAR TRINQUELLE BROUSSE,4064,04:38:07,18-29,6,Male,14,04:32:37
16,AARON SMITH,3968,04:38:15,18-29,7,Male,15,04:32:37
17,BRENDAN PURCELL,3832,04:38:45,30-39,5,Male,16,04:33:13
18,DEBBIE DONALD,3269,04:39:09,30-39,1,Female,2,04:33:39
19,ELLA HIGGINS,3449,04:40:28,30-39,2,Female,3,04:34:23
20,SARAH-JAYNE MILLER,3713,04:41:13,30-39,3,Female,4,04:35:19
21,MATTHEW JUDD,3521,04:42:12,30-39,6,Male,17,04:36:00
22,CHUN KIT TSANG,4067,04:43:01,30-39,7,Male,18,04:36:49
23,ALEX ROGERS,3883,04:43:55,40-49,5,Male,19,04:38:18
24,ALEXIS LOUAPRE,3623,04:46:47,30-39,8,Male,20,04:40:39
25,MIKE CUSIEL,3233,04:48:34,30-39,9,Male,21,04:42:28
26,MATT BAKER,3040,04:49:13,40-49,6,Male,22,04:40:38
27,HANNAH MCRAE,3700,04:49:31,18-29,2,Female,5,04:43:55
28,PETER SLOAN,3960,04:50:16,18-29,8,Male,23,04:43:21
29,IAN RICHARDSON,3859,04:50:28,40-49,7,Male,24,04:44:06
30,LIZA HUNTER-GALVAN,4241,04:51:10,50-59,1,Female,6,04:45:13
31,STEPHEN FEARON,3315,04:52:29,40-49,8,Male,25,04:46:07
32,STEVEN CHUNG,3184,04:52:49,18-29,9,Male,26,04:47:49
33,JTRTMY ROUXEL,3897,04:54:00,30-39,10,Male,27,04:48:00
34,SARAH TATTON,4029,04:54:33,30-39,4,Female,7,04:46:45
35,SCARLETT DUNCAN,3283,04:54:46,18-29,3,Female,8,04:48:21
36,FRANCK CHATCHUENG,3168,04:55:47,40-49,9,Male,28,04:49:39
37,WILLIAM WOOLLAMS,4165,04:55:55,30-39,11,Male,29,04:50:10
38,SALLY TOWSE,4061,04:56:30,40-49,1,Female,9,04:46:29
39,AARON JACKSON,3497,04:56:54,30-39,12,Male,30,04:51:36
40,KIAHN JOHNSTON-LEPORE,3513,05:01:11,18-29,10,Male,31,04:54:02
41,KYLEE WOODS,4162,05:01:47,40-49,2,Female,10,04:55:36
42,JAMIE MCIVER,3687,05:05:03,18-29,4,Female,11,04:59:09
43,ROSS BARNETT,3046,05:05:28,40-49,10,Male,32,04:58:56
44,GRANT CLARK,3185,05:05:28,30-39,13,Male,33,04:58:13
45,GAVIN LLOYD,3614,05:07:47,40-49,11,Male,34,05:01:04
46,DAVE BEECHE,3060,05:09:03,40-49,12,Male,35,05:02:09
47,SOPHIE WILKINSON,4235,05:09:35,18-29,5,Female,12,05:03:01
48,OLIVIER CLEMENT,3194,05:10:48,30-39,14,Male,36,05:05:19
49,SOPHIE DICKSON,3261,05:11:24,30-39,5,Female,13,05:04:38
50,SASHA TAPLIN,4026,05:12:05,30-39,6,Female,14,05:06:13
51,VICTORIA COLE,3201,05:13:27,18-29,6,Female,15,05:06:51
52,MATTHEW POYNTZ,3827,05:14:12,30-39,15,Male,37,05:06:28
53,OLIVER SMITH,3964,05:15:13,18-29,11,Male,38,05:08:19
54,PIRET KLADE,3551,05:15:25,30-39,7,Female,16,05:08:32
55,MARIE MCNAUGHTON,3698,05:16:45,40-49,3,Female,17,05:10:25
56,MICHAEL WHIBLEY,4122,05:16:46,30-39,16,Male,39,05:09:45
57,MICHELLE RENNIE,3853,05:19:54,30-39,8,Female,18,05:14:24
58,KATIE MACKENZIE,3635,05:20:03,40-49,4,Female,19,05:13:13
59,CAMPBELL JACKSON-MEE,3499,05:20:46,18-29,12,Male,40,05:14:58
60,ADAM SHARP,3936,05:21:09,18-29,13,Male,41,05:13:14
61,JIM ROOKES,3888,05:21:48,40-49,13,Male,42,05:12:51
62,MARTIN SALDAIS,3906,05:22:17,30-39,17,Male,43,05:16:01
63,KEITH WAKELIN,4099,05:22:36,60-69,1,Male,44,05:16:16
64,OLIVER BRINGZEN,3107,05:23:04,30-39,18,Male,45,05:15:38
65,LOUISE RABBITT,3834,05:23:04,40-49,5,Female,20,05:16:01
66,MIKE LAWRENCE,3581,05:23:56,30-39,19,Male,46,05:16:51
67,JO JOHANSEN,3509,05:24:58,40-49,6,Female,21,05:19:12
68,STEFFEN WILKEN JOLDRICHSEN,3515,05:25:21,18-29,14,Male,47,05:18:53
69,OLIVIER DAMMAN,3237,05:25:29,30-39,20,Male,48,05:19:44
70,STEPHEN CORNWALL,3212,05:25:48,30-39,21,Male,49,05:19:22
71,RICHARD NEGUS,3749,05:26:05,18-29,15,Male,50,05:18:44
72,TIM SALMOND,3909,05:26:52,40-49,14,Male,51,05:20:05
