Position,Name,Bib,Time,Net Time,Category,Category Position,Gender,Gender Position,col10
1,OSKA BAYNES,00016,01:07:13,01:07:12,M1634,1,M,1,view
2,MICHAEL VOSS,12787,01:07:42,01:07:41,M1634,2,M,2,view
3,CAMERON GRAVES,00018,01:08:27,01:08:26,M1634,3,M,3,view
4,GLEN YARHAM,00019,01:08:38,01:08:37,M1634,4,M,4,view
5,JOSHUA BAAN,12922,01:09:21,01:09:20,M1634,5,M,5,view
6,AARON PULFORD,00017,01:09:28,01:09:27,M1634,6,M,6,view
7,NICHOLAS BERRY,12210,01:11:48,01:11:48,M1634,7,M,7,view
8,PETER WHEELER,13157,01:12:29,01:12:28,M1634,8,M,8,view
9,BEN MOYNIHAN,13108,01:12:36,01:12:35,M1634,9,M,9,view
10,CHRIS DUNELL,09083,01:12:57,01:12:56,M1634,10,M,10,view
11,CONAL WISLON,11753,01:15:15,01:15:14,M1634,11,M,11,view
12,JASON HALL,12888,01:15:28,01:15:26,M1634,12,M,12,view
13,CAMILLE BUSCOMB,00012,01:16:27,01:16:27,F1634,1,F,1,view
14,MARK PATERSON,10719,01:16:30,01:16:29,M3539,1,M,13,view
15,ROBERT HUMBY,09670,01:16:34,01:16:33,M1634,13,M,14,view
16,JAYDEN THOMASEN,11397,01:17:55,01:17:54,M1634,14,M,15,view
17,DENIS FINN,12420,01:18:27,01:17:44,M1634,15,M,16,view
18,FIONN CULLINANE,08902,01:18:51,01:18:50,M1634,16,M,17,view
19,STEPHEN WILLIS,12692,01:18:54,01:18:54,M1634,17,M,18,view
20,LISA CROSS,00013,01:18:57,01:18:56,F3539,1,F,2,view
21,ANDREW SCLATER,12905,01:19:12,01:19:04,M1634,18,M,19,view
22,MICK KEATING,07795,01:19:13,01:19:13,M1634,19,M,20,view
23,MATT BONNER,08529,01:19:14,01:19:12,M1634,20,M,21,view
24,ALEX JONES,07655,01:19:37,01:19:33,M4044,1,M,22,view
25,JAMES BOWSTEAD,08555,01:19:44,01:19:43,M1634,21,M,23,view
26,MATT PEPLER,10759,01:20:02,01:19:57,M4044,2,M,24,view
27,JOSH HAMBLYN,13069,01:20:08,01:20:03,M3539,2,M,25,view
28,HANNAH WELLS,00015,01:20:21,01:20:20,F1634,2,F,3,view
29,JULIAN NG,03010,01:20:38,01:20:36,M4044,3,M,26,view
30,JOHN MAURO,13100,01:20:41,01:20:40,M4044,4,M,27,view
31,MITCHELL CARLYLE,12718,01:21:11,01:20:10,M1634,22,M,28,view
32,RAJESHWAR PRASAD,10838,01:21:20,01:21:16,M1634,23,M,29,view
33,NICHOLAS LATTY,09960,01:21:30,01:21:26,M1634,24,M,30,view
34,ALANNAH VAN HOUT,12678,01:21:42,01:21:41,F1634,3,F,4,view
35,MATTHEW NOLAND,10576,01:22:03,01:22:00,M1634,25,M,31,view
36,ANDREW RUTHERDALE,12060,01:22:04,01:21:57,M1634,26,M,32,view
37,TROY HAROLD,09481,01:22:10,01:22:07,M4549,1,M,33,view
38,RICHARD SEIGNE,12067,01:22:15,01:22:08,M5559,1,M,34,view
